scenario,n_seeds,n_blocks_used,running_mean_RE_delay_pct,SE_pct,ci95_halfwidth_pct,enough_data,tol_pass,drift_pass,trend_pass,overall_pass
"S2 (weak UAV-HAP link, kappa=1.0)",630,63,2.8971157899405964,0.05047418481920877,0.09892940224564918,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",640,64,2.8919195738673427,0.049950276680737454,0.09790254229424541,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",650,65,2.882239006195961,0.050119590708162645,0.09823439778799878,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",660,66,2.879565536718469,0.049426717537844445,0.09687636637417511,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",670,67,2.8856624929856047,0.049063712629789834,0.09616487675438808,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",680,68,2.889532965375826,0.04849151518365069,0.09504336975995535,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",690,69,2.881414859359244,0.04846827193593899,0.09499781299444042,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",700,70,2.8788004066988204,0.04784234011431548,0.09377098662405833,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",710,71,2.8737917139121456,0.04742890205631239,0.09296064803037228,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",720,72,2.874283228579389,0.046768110983698284,0.09166549752804863,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",730,73,2.8710644026640066,0.04623518376435053,0.09062096017812704,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",740,74,2.864448605635355,0.04608346257285474,0.09032358664279529,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",750,75,2.855042461896514,0.04642767976973084,0.09099825234867245,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",760,76,2.8627711868648396,0.04646007080556084,0.09106173877889924,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",770,77,2.8728251610264692,0.046942034989617513,0.09200638857965032,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",780,78,2.8666393518751394,0.04674737941925304,0.09162486366173596,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",790,79,2.869898276901791,0.04626676541176592,0.0906828602070612,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",800,80,2.862178933408138,0.04633234837668699,0.09081140281830649,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",810,81,2.8595140554193663,0.045834304573156494,0.08983523696338673,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",820,82,2.858766177328861,0.045278076107366526,0.08874502917043839,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",830,83,2.845624302665168,0.04661987714521089,0.09137495920461335,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",840,84,2.8407309594402017,0.04632072781907853,0.09078862652539392,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",850,85,2.839352391898564,0.0457932892144796,0.08975484686038002,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",860,86,2.8347329696556556,0.04549281666202196,0.08916592065756304,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",870,87,2.841314229996864,0.045445928613316706,0.08907402008210075,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",880,88,2.8432000916642206,0.04496609309693478,0.08813354246999217,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",890,89,2.849704056589024,0.04493121431801395,0.08806518006330735,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",900,90,2.8488110599082646,0.044438147231667335,0.08709876857406798,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",910,91,2.8435739937578606,0.04425804690534798,0.08674577193448203,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",920,92,2.847059900141241,0.04391291609707663,0.08606931555027018,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",930,93,2.851106023281876,0.04362620250346037,0.08550735690678234,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",940,94,2.8555765599002214,0.043390513438628216,0.0850454063397113,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",950,95,2.849823875977474,0.04331504897369991,0.08489749598845181,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",960,96,2.8518719239941714,0.042910378748788884,0.08410434234762622,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",970,97,2.847853724906014,0.04265538145840278,0.08360454765846945,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",980,98,2.845543295477465,0.04228105219387547,0.08287086229999592,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",990,99,2.8454370138335197,0.041851926765109244,0.08202977645961412,True,True,True,True,True
"S2 (weak UAV-HAP link, kappa=1.0)",1000,100,2.838095613674184,0.04207669491265351,0.08247032202880089,True,True,True,True,True
"S3 (degraded backhaul, kappa=1.0)",10,1,4.899060564203525,,,False,False,False,True,False
"S3 (degraded backhaul, kappa=1.0)",20,2,4.980083673831967,0.08102310962844106,0.15880529487174447,False,False,False,True,False
"S3 (degraded backhaul, kappa=1.0)",30,3,4.8134632030260525,0.17306250139628312,0.33920250273671493,False,False,False,True,False
"S3 (degraded backhaul, kappa=1.0)",40,4,4.935400333959893,0.1727540986348684,0.3385980333243421,False,False,True,True,False
"S3 (degraded backhaul, kappa=1.0)",50,5,4.9272399390456885,0.13406334026214356,0.2627641469138014,False,False,True,True,False
"S3 (degraded backhaul, kappa=1.0)",60,6,4.975163251126711,0.11949322146316062,0.2342067140677948,False,False,True,True,False
"S3 (degraded backhaul, kappa=1.0)",70,7,4.915927497977394,0.11708072370096177,0.22947821845388508,False,False,True,True,False
"S3 (degraded backhaul, kappa=1.0)",80,8,4.911072683725614,0.1015110393906742,0.19896163720572144,False,False,True,True,False
"S3 (degraded backhaul, kappa=1.0)",90,9,4.907639875954407,0.08959011313877809,0.17559662175200505,False,False,True,True,False
"S3 (degraded backhaul, kappa=1.0)",100,10,4.922550226661128,0.0815072343781375,0.1597541793811495,False,False,True,True,False
"S3 (degraded backhaul, kappa=1.0)",110,11,4.927948364023179,0.07392342602039996,0.1448899149999839,False,False,True,True,False
"S3 (degraded backhaul, kappa=1.0)",120,12,4.9552038060200125,0.07277879645842869,0.14264644105852023,False,False,True,True,False
"S3 (degraded backhaul, kappa=1.0)",130,13,4.944514004296972,0.06779483730328417,0.13287788111443696,False,False,True,True,False
"S3 (degraded backhaul, kappa=1.0)",140,14,4.9275352304018085,0.06502174485811255,0.1274426199219006,False,False,True,True,False
"S3 (degraded backhaul, kappa=1.0)",150,15,4.935872142047774,0.06110336400668682,0.11976259345310616,True,False,True,True,False
"S3 (degraded backhaul, kappa=1.0)",160,16,4.946590639391946,0.058153285733773805,0.11398044003819666,True,False,True,True,False
"S3 (degraded backhaul, kappa=1.0)",170,17,4.9360861783624514,0.055626333454130546,0.10902761357009587,True,False,True,True,False
"S3 (degraded backhaul, kappa=1.0)",180,18,4.928325445808748,0.05301611129996442,0.10391157814793026,True,False,True,True,False
"S3 (degraded backhaul, kappa=1.0)",190,19,4.925654593555381,0.05021929413174347,0.09842981649821719,True,True,True,True,True
