alpha,W1_U_s,W2_U_s,W3_U_s,T1_E2E_s,T2_E2E_s,T3_E2E_s,rho_U,rho_H,rho_U_reference_line
0.42989949748743717,0.14045745721860503,0.16867314195708258,0.32443283390944083,0.30317185805362484,0.4747977617670719,0.9191629390231933,0.5018407390369862,0.1802025018388388,2.5893494524898886
0.4344221105527638,0.14276258465628863,0.17171717263668396,0.33285389257581877,0.30631301515429765,0.47951385177265166,0.9309281163415281,0.5058536814193344,0.1802025018388388,2.6165898324693266
0.43894472361809045,0.1451249364698749,0.17484449840796476,0.3416145831205451,0.3095248749416065,0.48434019349137764,0.9430868387811447,0.5099313196932027,0.1802025018388388,2.6438302124487643
0.44346733668341703,0.14754642287331615,0.1780581915255954,0.35073381780167207,0.3128096762203748,0.4892805163596624,0.95565933296358,0.5140752310947727,0.1802025018388388,2.671070592428202
0.4479899497487437,0.15002903447036647,0.18136146745841883,0.36023187096777837,0.3161697489537954,0.4943387145652263,0.9686672306751672,0.5182870445493499,0.1802025018388388,2.6983109724076395
0.4525125628140703,0.15257484634946425,0.18475769299026684,0.3701305007334713,0.3196075188030905,0.49951885603746904,0.9821336923216496,0.5225684428062972,0.1802025018388388,2.7255513523870776
0.45703517587939696,0.15518602242408866,0.18825039486141226,0.38045308374573594,0.3231255119348753,0.5048251920229352,0.9960835435625558,0.5269211646806671,0.1802025018388388,2.752791732366515
0.4615577889447236,0.15786482003555297,0.1918432689923598,0.3912247647006933,0.3267263601144929,0.5102621672901894,1.0105434267901263,0.5313470074078028,0.1802025018388388,2.780032112345953
0.46608040201005024,0.16061359483653148,0.19554019033534428,0.40247262251408483,0.3304128061050146,0.5158344310122602,1.0255419693616905,0.5358478291176101,0.1802025018388388,2.807272492325391
0.47060301507537683,0.1634348059750646,0.1993452234029283,0.4142258553334441,0.3341877093931401,0.5215468483790289,1.0411099707794191,0.5404255514356534,0.1802025018388388,2.834512872304828
0.47512562814070347,0.16633102160036123,0.20326263352751062,0.42651598691325465,0.3380540522649105,0.5274045129965588,1.0572806113451247,0.5450821622187275,0.1802025018388388,2.861753252284266
0.4796482412060301,0.16930492471343767,0.20729689891043312,0.4393770972658293,0.34201494625597834,0.5334127601354641,1.074089685209665,0.5498197184330863,0.1802025018388388,2.8889936322637038
0.48417085427135675,0.1723593193875012,0.21145272352472796,0.45284608096161466,0.3460736390031661,0.5395771808960075,1.0915758611979476,0.5546403491840828,0.1802025018388388,2.916234012243142
0.4886934673366834,0.17549713738503364,0.2157350509414758,0.46696293699716557,0.35023352152622206,0.5459036373638023,1.1097809753355925,0.5595462589065956,0.1802025018388388,2.9434743922225794
0.49321608040201004,0.17872144520075856,0.22014907915626444,0.4817710947942329,0.35449813597104946,0.5523982788367959,1.1287503596490698,0.5645397307262874,0.1802025018388388,2.970714772202017
0.4977386934673367,0.18203545156211542,0.22470027649946298,0.4973177816604098,0.35887118384827604,0.5590675592117339,1.1485332125787255,0.5696231300024621,0.1802025018388388,2.997955152181455
0.5022613065326633,0.18544251542152934,0.22939439872200304,0.5136544379566037,0.36335653480385816,0.5659182556266104,1.169183017259592,0.5747989080640694,0.1802025018388388,3.0251955321608928
0.50678391959799,0.1889461544776876,0.2342375073572027,0.530837187311614,0.3679582359615143,0.5729574884648057,1.1907580150205939,0.5800696061512591,0.1802025018388388,3.052435912140331
0.5113065326633166,0.19255005426622723,0.23923598946896296,0.5489273705394839,0.3726805218801656,0.5801927428367893,1.2133217427689105,0.5854378595757952,0.1802025018388388,3.0796762921197685
