scenario,block_idx,n_seeds_in_block,block_mean_RE_delay_pct,block_std_RE_delay_pct
"S4 (disaster surge, kappa=1.6)",20,10,3.9930610076220665,1.205086520708897
"S4 (disaster surge, kappa=1.6)",21,10,3.946525635671493,0.5012709138710734
"S4 (disaster surge, kappa=1.6)",22,10,3.9838506623252896,0.43586574931152733
"S4 (disaster surge, kappa=1.6)",23,10,4.09456768908745,1.266367161495768
"S4 (disaster surge, kappa=1.6)",24,10,4.329477019743133,1.3876376054520305
"S4 (disaster surge, kappa=1.6)",25,10,3.7814384544910977,0.824627325474788
"S4 (disaster surge, kappa=1.6)",26,10,4.1649501571560705,1.0520017809406514
"S4 (disaster surge, kappa=1.6)",27,10,4.233633447058981,0.6995595913652578
"S4 (disaster surge, kappa=1.6)",28,10,3.728204751173768,0.8352350055816076
"S4 (disaster surge, kappa=1.6)",29,10,3.6110190428839006,0.6935734789471864
"S4 (disaster surge, kappa=1.6)",30,10,4.174503355738833,1.3164563198193058
"S4 (disaster surge, kappa=1.6)",31,10,3.9410891147104166,0.8820230565953991
"S4 (disaster surge, kappa=1.6)",32,10,4.087709333641518,0.7998209136281417
"S4 (disaster surge, kappa=1.6)",33,10,3.59682967202646,0.7686280573162914
"S4 (disaster surge, kappa=1.6)",34,10,3.890885934435641,1.2014801715347843
"S4 (disaster surge, kappa=1.6)",35,10,3.796610927084765,1.038388045369676
"S4 (disaster surge, kappa=1.6)",36,10,3.7116856491278547,0.9787140454023271
"S4 (disaster surge, kappa=1.6)",37,10,3.9845246441357225,0.9911805712303229
"S4 (disaster surge, kappa=1.6)",38,10,3.660933938090806,0.7843645021161313
"S4 (disaster surge, kappa=1.6)",39,10,4.069698714687843,1.0607368038998317
"S4 (disaster surge, kappa=1.6)",40,10,3.352114710107574,0.7874554381811214
"S4 (disaster surge, kappa=1.6)",41,10,3.4343836341887495,1.081685620804159
"S4 (disaster surge, kappa=1.6)",42,10,3.6794554143583915,0.6151910611062354
"S4 (disaster surge, kappa=1.6)",43,10,4.086095291130797,0.9594854632590065
"S4 (disaster surge, kappa=1.6)",44,10,3.9134520669514936,0.9225277190257909
"S4 (disaster surge, kappa=1.6)",45,10,3.548034249832719,0.7593606525752922
"S4 (disaster surge, kappa=1.6)",46,10,3.815023932367551,0.7205944720844111
"S4 (disaster surge, kappa=1.6)",47,10,3.7307202725573854,0.750583866332781
"S4 (disaster surge, kappa=1.6)",48,10,4.098191252263211,1.3259979794054073
"S4 (disaster surge, kappa=1.6)",49,10,3.403580081758933,0.6027363581691924
"S4 (disaster surge, kappa=1.6)",50,10,4.0317312978640185,0.9491861885996825
"S4 (disaster surge, kappa=1.6)",51,10,3.8870921003108676,0.8574674674956944
"S4 (disaster surge, kappa=1.6)",52,10,3.5551123694165163,0.9202253139406902
"S4 (disaster surge, kappa=1.6)",53,10,4.054172693625122,0.9761413350631025
"S4 (disaster surge, kappa=1.6)",54,10,3.5722797742722117,0.6192380701895955
"S4 (disaster surge, kappa=1.6)",55,10,3.7112274329041144,0.6130232239840679
"S4 (disaster surge, kappa=1.6)",56,10,3.4125182709907795,0.7419171418876814
"S4 (disaster surge, kappa=1.6)",57,10,4.149954092034339,1.3354860392948207
"S4 (disaster surge, kappa=1.6)",58,10,4.36599782156501,0.7380824286571172
"S4 (disaster surge, kappa=1.6)",59,10,3.9289320087778514,1.012725477402667
"S4 (disaster surge, kappa=1.6)",60,10,4.14125150485514,0.7872957346120953
"S4 (disaster surge, kappa=1.6)",61,10,4.052224507757906,1.0283462060659854
"S4 (disaster surge, kappa=1.6)",62,10,3.723398457413205,0.9837115743403221
"S4 (disaster surge, kappa=1.6)",63,10,3.866733709320061,0.844458962980936
"S4 (disaster surge, kappa=1.6)",64,10,3.932226046828535,0.8488571840517787
"S4 (disaster surge, kappa=1.6)",65,10,3.8741660713801287,0.9448356520710218
"S4 (disaster surge, kappa=1.6)",66,10,3.5543294446428617,1.056479392500953
"S4 (disaster surge, kappa=1.6)",67,10,4.0158449093778605,1.183456278298933
"S4 (disaster surge, kappa=1.6)",68,10,3.6483835248766647,1.0852147036458752
"S4 (disaster surge, kappa=1.6)",69,10,3.837717210874433,0.7209652562140186
"S4 (disaster surge, kappa=1.6)",70,10,3.733260306458675,0.7639815661387238
"S4 (disaster surge, kappa=1.6)",71,10,4.501632421494077,0.968831867198029
"S4 (disaster surge, kappa=1.6)",72,10,3.6169661591782636,0.7759229407648447
"S4 (disaster surge, kappa=1.6)",73,10,3.786935362050319,0.9308636885288674
"S4 (disaster surge, kappa=1.6)",74,10,3.2267630546748256,0.9926064045641865
"S4 (disaster surge, kappa=1.6)",75,10,4.1717616946859,0.9056499765049913
"S4 (disaster surge, kappa=1.6)",76,10,3.7450417437117087,0.4954690862048889
"S4 (disaster surge, kappa=1.6)",77,10,3.9776272534531087,0.46798001605291323
"S4 (disaster surge, kappa=1.6)",78,10,3.7671104787769236,1.1239291515983716
"S4 (disaster surge, kappa=1.6)",79,10,4.29260160294701,0.8843928699368481
"S4 (disaster surge, kappa=1.6)",80,10,3.2409715264508407,0.8456621494475886
"S4 (disaster surge, kappa=1.6)",81,10,3.941922629339616,0.8828771264213588
"S4 (disaster surge, kappa=1.6)",82,10,3.5068978092406318,1.1865712562847437
"S4 (disaster surge, kappa=1.6)",83,10,4.189264846423158,1.1971719850169837
"S4 (disaster surge, kappa=1.6)",84,10,4.3092485724842335,0.6917420301595638
"S4 (disaster surge, kappa=1.6)",85,10,3.7227614037314267,1.1594141634305295
"S4 (disaster surge, kappa=1.6)",86,10,3.8912006921419584,1.0052449342966823
"S4 (disaster surge, kappa=1.6)",87,10,4.113298766575688,0.8801164305315369
"S4 (disaster surge, kappa=1.6)",88,10,4.328320037726021,1.2814791545517907
"S4 (disaster surge, kappa=1.6)",89,10,3.5526815785213777,0.8144589613620901
"S4 (disaster surge, kappa=1.6)",90,10,3.32532751343154,0.6525187445283976
"S4 (disaster surge, kappa=1.6)",91,10,4.230731206095959,0.853230277573903
"S4 (disaster surge, kappa=1.6)",92,10,3.958418356731798,0.8364863038848196
"S4 (disaster surge, kappa=1.6)",93,10,3.8645224052454736,0.7765922821406861
"S4 (disaster surge, kappa=1.6)",94,10,4.120258709287572,1.0617695065586978
"S4 (disaster surge, kappa=1.6)",95,10,3.956344867641049,1.2377632820752233
"S4 (disaster surge, kappa=1.6)",96,10,3.9228697788625966,0.5481554017463598
"S4 (disaster surge, kappa=1.6)",97,10,3.489605136813607,0.7411260674716125
"S4 (disaster surge, kappa=1.6)",98,10,3.756517742849252,0.6442301821157738
"S4 (disaster surge, kappa=1.6)",99,10,4.228030727804282,0.7769104304196407
