B_UH_MHz,B_HG_MHz,P_weighted_delay,rho_U,rho_H,rho_gap_abs,T1_E2E_s,T2_E2E_s,T3_E2E_s,is_grid_dense_optimal
1.1526633165829148,0.8473366834170853,1.6839507065631187,0.30539391002649674,0.21266930296482572,0.09272460706167102,0.18234316815626944,0.29763994764591317,0.5416413068024841,False
1.1625125628140704,0.8374874371859297,1.6827309191075992,0.30280649728485265,0.21517039401133392,0.08763610327351873,0.1822333356556015,0.297456875860729,0.5411171604193369,False
1.1723618090452261,0.8276381909547739,1.682083115205606,0.3002625592879461,0.21773101315075238,0.08253154613719371,0.18218970439026447,0.29737024042137356,0.5407735211920655,False
1.182211055276382,0.817788944723618,1.68201315279107,0.29776100944435013,0.22035331120762514,0.077407698236725,0.18221304958541262,0.2973810869317624,0.5406118301713074,True
1.1920603015075377,0.8079396984924623,1.682528090872335,0.2953007970739306,0.22303954388561337,0.07226125318831722,0.1823042790460132,0.29749065288833176,0.540633947957632,False
1.2019095477386934,0.7980904522613066,1.683636235090142,0.2928809059364404,0.22579207823906883,0.06708882769737157,0.18246443850234728,0.29770037519838044,0.5408421691863392,False
1.2117587939698493,0.7882412060301507,1.685347190253844,0.2905003528318728,0.22861339962979038,0.06188695320208243,0.18269471765529893,0.2980118987409869,0.5412392398059734,False
1.221608040201005,0.7783919597989949,1.6876719204005548,0.28815818626852246,0.2315061192119362,0.056652067056586264,0.1829964569763434,0.29842708605237167,0.541828377366781,False
1.2314572864321607,0.7685427135678392,1.690622817007179,0.2858534851949638,0.23447298199247357,0.05138050320249021,0.1833711553245827,0.2989480282292172,0.5426132945749965,False
1.2413065326633168,0.7586934673366833,1.6942137760810496,0.2835853577923966,0.2375168755194656,0.04606848227293098,0.18382047845148652,0.2995770571564978,0.5435982264135943,False
1.2511557788944725,0.7488442211055276,1.698460284963109,0.28135294032403335,0.2406408392559986,0.040712101068034745,0.18434626847332347,0.300316759181042,0.5447879611810547,False
1.2610050251256282,0.7389949748743719,1.7033795198004498,0.2791553960384069,0.24384807470371894,0.03530732133468795,0.18495055440176034,0.30116999036861347,0.5461878758579419,False
1.270854271356784,0.7291457286432159,1.708990454785085,0.27699191412367663,0.2471419563468568,0.02984995777681984,0.1856355638349527,0.3021398935010521,0.5478039762781226,False
1.2807035175879398,0.7192964824120602,1.7153139844161907,0.2748617087101853,0.25052604349538155,0.024335665214803737,0.186403735924855,0.30322991699133145,0.5496429426589626,False
1.2905527638190954,0.7094472361809046,1.7223730602273293,0.2727640179186894,0.25400409311466854,0.01875992480402089,0.18725773575169113,0.3044438359186738,0.5517121811349084,False
1.3004020100502514,0.6995979899497486,1.730192843632651,0.2706981029518425,0.2575800737388947,0.013118029212947802,0.18820047025382947,0.30578577541361074,0.5540198820439414,False
1.310251256281407,0.689748743718593,1.7388008767919891,0.2686632472266542,0.26125818057648925,0.007405066650164938,0.18923510588104248,0.3072602366546744,0.5565750858395129,False
1.3201005025125627,0.6798994974874372,1.7482272736802984,0.26665875554578533,0.2650428519285212,0.0016159036172641583,0.19036508816168576,0.30887212577492396,0.5593877576453932,False
1.3299497487437186,0.6700502512562813,1.7585049338795253,0.26468395330566696,0.2689387870551141,0.004254833749447129,0.191594163400174,0.3106267860185763,0.5624688716418509,False
1.3397989949748745,0.6602010050251256,1.7696697819998262,0.2627381857395462,0.2729509656411091,0.010212779901562885,0.1929264027508112,0.31253003353657793,0.5658305066742368,False
1.3496482412060302,0.6503517587939699,1.7817610360930731,0.2608208171936771,0.2770846690305124,0.016263851836835264,0.19436622894818986,0.31458819726617926,0.569485954716145,False
1.3594974874371861,0.640502512562814,1.794821508958203,0.2589312304349738,0.2813455034201233,0.02241427298514953,0.19591844601378194,0.31680816340482215,0.5734498441072127,False
1.3693467336683418,0.6306532663316582,1.808897946871683,0.2570688259885424,0.2857394252265252,0.028670599237982763,0.19758827230391904,0.31919742506458126,0.5777382798307633,False
1.3791959798994975,0.6208040201005025,1.8240414110273484,0.25523302150359917,0.2902727688678073,0.03503974736420812,0.19938137731718122,0.32176413778197926,0.5823690035118463,False
1.3890452261306534,0.6109547738693466,1.8403077078631194,0.25342325114636355,0.2949522772325129,0.041529026086149334,0.20130392274059064,0.3245171816616177,0.5873615763181119,False
1.398894472361809,0.6011055276381909,1.8577578755186552,0.2516389650185998,0.2997851351440304,0.0481461701254306,0.20336260828549874,0.3274662310536153,0.5927375885549284,False
1.4087437185929648,0.5912562814070352,1.8764587349464872,0.24987962860054871,0.30477900616971704,0.05489937756916832,0.20556472294753747,0.3306218328078262,0.5985209004882224,False
1.4185929648241207,0.5814070351758792,1.8964835157379931,0.2481447222170663,0.3099420731713822,0.06179735095431593,0.20791820242273762,0.33399549431648123,0.6047379198368178,False
1.4284422110552764,0.5715577889447235,1.9179125685858711,0.24643374052584893,0.3152830830484343,0.06884934252258534,0.21043169352664376,0.33759978275647773,0.6114179224929844,False
1.4382914572864323,0.5617085427135678,1.940834178563726,0.24474619202668513,0.3208113961883066,0.07606520416162149,0.21311462659828895,0.3414484371794144,0.6185934244100302,False
1.4481407035175882,0.5518592964824119,1.9653454961595278,0.2430815985907343,0.3265370412122466,0.08345544262151228,0.2159772970302789,0.345556495379487,0.626300614309717,False
1.4579899497487439,0.5420100502512563,1.9915536063792991,0.24143949500888473,0.3324707756900512,0.09103128068116645,0.21903095725491217,0.34994043780624695,0.6345798590020688,False
1.4678391959798995,0.5321608040201005,2.019576760403228,0.23981942855829447,0.33862415359706244,0.09880472503876797,0.2222879207402834,0.35461835119300755,0.6434762957963629,False
1.4776884422110554,0.5223115577889446,2.0495457994399455,0.23822095858626746,0.3450096004033954,0.10678864181712794,0.22576167981711248,0.3596101150573495,0.6530405298739089,False
1.4875376884422111,0.5124623115577889,2.081605806862643,0.23664365611066082,0.3516404968222094,0.11499684071154856,0.22946703947582298,0.3649376148164847,0.6633294588022048,False
1.4973869346733668,0.5026130653266332,2.11591803278748,0.2350871034360622,0.3585312724048081,0.12344416896874588,0.23342026965552473,0.37062498597071486,0.6744072518794764,False
1.5072361809045227,0.49276381909547723,2.152662145454592,0.23355089378501637,0.3656975103602786,0.13214661657526222,0.23763927900622303,0.3766988946725701,0.6863465190907826,False
1.5170854271356784,0.48291457286432155,2.192038876743784,0.23203463094361645,0.373156065202174,0.14112143425855753,0.24214381366047955,0.383188861055097,0.6992297136521516,False
1.526934673366834,0.4730653266331658,2.234273145777522,0.23053792892081162,0.38092519509166045,0.15038726617084883,0.24695568522310574,0.3901276329881468,0.7131508241319113,False
1.5367839195979902,0.4632160804020099,2.279617766029879,0.22906041162081553,0.38902471106453596,0.15996429944372043,0.2520990330052728,0.3975516195278278,0.7282174279584052,False
1.546633165829146,0.45336683417085416,2.328357869321737,0.2276017125280324,0.3974761457096976,0.16987443318166517,0.25760062652814336,0.4055013953006436,0.7445531991360194,False
1.5564824120603016,0.4435175879396985,2.3808162168391247,0.22616147440394466,0.406302944322784,0.18014146991883936,0.2634902155458681,0.4140222895226646,0.7623009911561912,False
1.5663316582914575,0.43366834170854257,2.43735961610537,0.2247393489954373,0.41553068210809885,0.19079133311266155,0.2698009363462497,0.42316507642878476,0.7816266542090514,False
1.5761809045226132,0.42381909547738683,2.4984067282970144,0.22333499675405794,0.42518731166621904,0.2018523149121611,0.27656978495371626,0.4329867877525855,0.8027237979306948,False
1.5860301507537689,0.41396984924623115,2.5644376391137627,0.22194808656573672,0.43530344581122726,0.21335535924549054,0.283838170179337,0.44355167278421054,0.8258197830073304,False
1.5958793969849245,0.40412060301507546,2.636005688419628,0.22057829549051522,0.44591268174495036,0.22533438625443514,0.2916525623610581,0.4549323377483223,0.8511833258398094,False
1.6057286432160804,0.3942713567839195,2.7137522237090637,0.21922530851185396,0.4570519738201494,0.23782666530829544,0.3000652572771366,0.46721110419648937,0.8791342434846752,False
1.6155778894472361,0.3844221105527638,2.7984251823061315,0.21788881829510987,0.46876206360691386,0.250873245311804,0.30913527931134327,0.4804816363505613,0.9100560716709791,False
1.6254271356783918,0.3745728643216081,2.8909027513094245,0.2165685249547945,0.48108797780961776,0.26451945285482326,0.31892945378399085,0.49485090061606707,0.9444125887253177,False
1.635276381909548,0.3647236180904522,2.992223856509012,0.2152641358302434,0.494079606860415,0.2788154710301716,0.32952368581711144,0.5104415378352818,0.982769723387114,False
1.6451256281407036,0.35487437185929643,3.1036279783874665,0.21397536526934394,0.5077923798630546,0.2938170145937107,0.34100449268415717,0.5273947516888774,1.0258249969572402,False
1.6549748743718593,0.34502512562814075,3.226607927284775,0.21270193441998486,0.5222880551402405,0.3095861207202556,0.3534708489934451,0.5458738469646192,1.0744476863752017,False
1.6648241206030152,0.33517587939698484,3.3629809712229912,0.2114435710289098,0.537635650163852,0.3261920791349422,0.36703642021033434,0.5660685919832499,1.1297345266254883,False
1.674673366834171,0.3253266331658291,3.5149865160889524,0.2102000092476679,0.553912540406687,0.3437125311590191,0.3818322812294997,0.5882006342805417,1.1930884038393696,False
1.6845226130653266,0.3154773869346734,3.685423136569492,0.20897098944537265,0.5712057640319992,0.36223477458662656,0.39801024476169433,0.612530273413753,1.266331855456903,False
1.6943718592964825,0.30562814070351746,3.8778455348094303,0.20775625802799041,0.589613578854471,0.38185732082648055,0.41574696171614023,0.639364997829882,1.3518746540012454,False
1.7042211055276382,0.2957788944723618,4.096855640091053,0.20655556726389637,0.6092473303759585,0.4026917631120621,0.43524900610316464,0.6690703364099847,1.4529679489615897,False
1.7140703517587939,0.2859296482412061,4.348546962188295,0.2053686751154436,0.6302337059038472,0.4248650307884036,0.4567592253489311,0.7020837780030861,1.5741017301353297,False
1.7239195979899498,0.27608040201005013,4.641208958273358,0.20419534507630677,0.652717471167254,0.4485221260909472,0.48056473067929384,0.73893280194466,1.7216491623461567,False
1.7337688442211057,0.26623115577889445,4.986494467319676,0.20303534601436962,0.6768648143814443,0.4738294683670747,0.5070070321903396,0.7802584823491912,1.9049564060502748,False
1.7436180904522613,0.2563819095477387,5.401460850039644,0.20188845201993721,0.7028674611118956,0.5009790090919584,0.5364950053923225,0.8268467465570011,2.138282340748675,False
1.7534673366834173,0.2465326633165828,5.912379143151615,0.20075444225906408,0.7309477754979399,0.5301933332388757,0.5695216344680587,0.8796702917064448,2.4444736563345493,False
1.763316582914573,0.2366834170854271,6.56244588067988,0.1996331008317977,0.7613651351577264,0.5617320343259287,0.6066858489627612,0.9399455695139558,2.862497194763685,False
1.7731658291457286,0.22683417085427138,7.42912574640519,0.19852421663514658,0.7944239669013936,0.5958997502662471,0.6487213120660332,1.0092114323859123,3.4645389454352657,False
1.7830150753768845,0.21698492462311544,8.669097369702667,0.19742758323058962,0.8304839709571312,0.6330563877265416,0.6965348198524989,1.0894394970671935,4.4006139160107836,False
1.7928643216080402,0.20713567839195976,10.661295547134003,0.1963429987159533,0.8699732621525695,0.6736302634366163,0.7512581760453618,1.1831919082765998,6.041137202444719,False
1.802713567839196,0.19728643216080405,14.643521628474755,0.19527026560148802,0.9134054474255963,0.7181351818241082,0.8143192524191325,1.293851571232212,9.612860728752933,False
1.8125628140703518,0.18743718592964811,28.544643771996633,0.1942091906899856,0.9614020875584165,0.767192896868431,0.8875408267803175,1.425966054468874,23.030089182717933,False
